,doi,id,title,type,year,authors,source,pages,volume,reader_count
2682,10.1007/s10479-008-0420-4,13214ae3-ed14-3532-9511-8ee97024fce8,A modified PRP conjugate gradient method,journal,2009.0,"(Gonglin, Yuan)",Annals of Operations Research,73-90,166,15
2683,10.1080/01449290500168103,236e0b64-f590-31cd-aaab-dba12441ce16,The effect of computer self-efficacy on enterprise resource planning usage,journal,2006.0,"(Ya Yueh, Shih)",Behaviour and Information Technology,407-411,25,62
2684,10.1007/s10997-008-9071-8,cbbc4d8b-e1c2-3fc0-a591-3a4021e69527,Empirical evidence on internal control systems and corporate governance in Italy,journal,2009.0,"(Alessandro, Cortesi)",Journal of Management and Governance,75-100,13,18
2685,10.1007/s10660-015-9184-5,e7bf5508-aded-3c9c-a7c3-43f8864ff160,Shaping public sector innovation theory: an interpretative framework for ICT-enabled governance innovation,journal,2015.0,"(Gianluca, Misuraca)",Electronic Commerce Research,303-322,15,56
2686,10.1111/isj.12076,a7e86376-9426-34fc-b45d-694f38de1777,Introduction to the special issue on ‘dark side of information technology use’ - part two,journal,2015.0,"(Monideepa, Tarafdar)",Information Systems Journal,315-317,25,24
2687,10.1002/sres.2298,e9064fdd-f6e8-3425-b06b-cae14a6a9b02,Supply contracting with risk-sensitive retailers under information asymmetry: An exploratory behavioral study,journal,2014.0,"(Pui Sze, Chow)",Systems Research and Behavioral Science,554-564,31,16
2688,10.1080/10580530903455106,99938ca6-fefd-347d-ad32-20073982ab31,The effect of IT governance maturity on IT governance performance,journal,2010.0,"(Mårten, Simonsson)",Information Systems Management,10-24,27,190
2689,10.1287/isre.1100.0328,c3bbc8dc-8ec1-3533-a108-303765e3d322,"Cooperation, coordination, and governance in multisourcing: An agenda for analytical and empirical research",journal,2010.0,"(Ravi, Bapna)",Information Systems Research,785-795,21,105
2690,10.1080/17517570701241079,5f76d265-b614-31df-a55f-45eacfb7c350,Systems science serves enterprise integration: A tutorial,journal,2007.0,"(John N., Warfield)",Enterprise Information Systems,235-254,1,8
2691,10.1080/13527260601086462,09fceaa8-e4a0-3f3f-9a0e-c0bce2447f89,Internet crisis potential: The importance of a strategic approach to marketing communications,journal,2007.0,"(Tony, Conway)",Journal of Marketing Communications,213-228,13,27
2692,10.1080/19368620801988990,089107f1-ff7f-39cd-b75f-2ea8197c12b7,An exploratory study on the use of information sources by consumers to select australian regional travel agencies,journal,2009.0,"(Eric, Ng)",Journal of Hospitality and Leisure Marketing,26-43,18,4
2693,10.1080/02664760903164913,14dfc6ef-daf6-31bf-944f-c57534bc41e8,A phase I nonparametric Shewhart-type control chart based on the median,journal,2010.0,"(M. A., Graham)",Journal of Applied Statistics,1795-1813,37,7
2694,10.1111/faam.12016,10477c65-fbce-36c1-8453-afa28c60c2f5,Information Processing and the Challenges Facing Lean Healthcare,journal,2013.0,"(Tony, Kinder)",Financial Accountability & Management,271-290,29,45
2695,10.1007/s11127-007-9155-z,2e878979-f0b6-3752-b35d-de07381debf1,"Informational limits to democratic public policy: The jury theorem, yardstick competition, and ignorance",journal,2007.0,"(Roger D., Congleton)",Public Choice,333-352,132,16
2696,10.1007/s10660-009-9040-6,a070bd02-0877-39a7-83ee-803f5746fdc7,"A knowledge-based framework for complex, proactive and service-oriented e-negotiation systems",journal,2009.0,"(Giannis, Koumoutsos)",Electronic Commerce Research,317-349,9,19
2697,10.3846/1392-8619.2009.15.490-521,fdc5c8f3-d5a6-33f0-99d3-1d24612f06d8,Environment factors of energy companies and their effect on value: Analysis model and applied method,journal,2009.0,"(Jurate, Sliogeriene)",Technological and Economic Development of Economy,490-521,15,9
2698,10.1016/S0140-6736(05)67484-3,79ac0789-8e3e-38cd-826a-397ce4d4c624,Personal digital assistants in health care: Experienced clinicians in the palm of your hand?,generic,2005.0,"(Daniel C., Baumgart)",Lancet,1210-1222,366,136
2699,10.1258/095148406775322025,17e1328f-f518-3a4a-8388-f089f7649941,Influenza outbreaks and hospital bed occupancy in Rome (Italy): Current management does not accommodate for seasonal variations in demand,journal,2006.0,"(Danilo, Fusco)",Health Services Management Research,36-43,19,10
2700,10.1002/asi.23280,b0fc7575-da80-3e0c-b4a0-42b05c838932,Effects of anchoring process under preference stabilities for interactive movie recommendations,journal,2015.0,"(I. Chin, Wu)",Journal of the Association for Information Science and Technology,1673-1695,66,4
2701,10.1080/13600834.2010.494047,11799f19-1571-3ea1-a930-539954fc10ba,Real estate e-conveyancing: Vision and risks,journal,2010.0,"(Haim, Sandberg)",Information and Communications Technology Law,101-114,19,8
2702,10.1007/s11747-010-0194-5,a7afcd21-ace1-3cf1-ad81-44c75e3d45d6,Customer relationship management and company performance-the mediating role of new product performance,journal,2011.0,"(Holger, Ernst)",Journal of the Academy of Marketing Science,290-306,39,200
2703,10.1002/asi.23139,7d4a2d20-3a83-3f1b-afcd-4e53fd687ab4,The zen of multidisciplinary team recommendation,journal,2014.0,"(Anwitaman, Datta)",Journal of the Association for Information Science and Technology,2518-2533,65,25
2704,10.1111/j.1467-6451.2011.00449.x,7e83e3de-c144-38c2-a677-8aa9a64d1eb9,Joint venture buy-outs under uncertainty,journal,2011.0,"(Paul A., De Hek)",Journal of Industrial Economics,155-176,59,19
2705,10.1007/s10107-012-0559-2,48ee5053-0fd7-3169-b995-8655f43d384f,Optimization and mechanism design,conference_proceedings,2012.0,"(Rakesh V., Vohra)",Mathematical Programming,283-303,134,17
2706,10.2501/JAR-53-4-372-376,23a82dd8-d067-3282-a7ef-8fa9e5f30b66,"Numbers, please: Big data: Friend or foe of digital advertising? five ways marketers should use digital big data to their advantage",journal,2013.0,"(Gian, Fulgoni)",Journal of Advertising Research,372-376,53,144
2707,10.1287/opre.2013.1215,65671267-c1c0-35fa-bf03-e88aea216297,Models for Effective Deployment and Redistribution of Bicycles Within Public Bicycle-Sharing Systems,journal,2013.0,"(Jia, Shu)",Operations Research,1346-1359,61,96
2708,10.1080/01446190601156119,59db9fe6-2135-3bef-afbc-e931d48c3f6c,Optimal selection of concrete anchors for connection cost reduction,journal,2007.0,"(Jake, Olsen)",Construction Management and Economics,423-434,25,8
2709,10.1080/07421222.2015.1138373,77fd112c-a521-3a2f-8f9b-7574d7ac45c2,A multilevel approach to examine employees loyal use of ERP systems in organizations,journal,2015.0,"(Hsiuju Rebecca, Yen)",Journal of Management Information Systems,144-178,32,42
2710,10.1080/13504851.2014.985368,3b772ce9-d4c1-35c6-aa54-95fb0daa8978,Is regulatory capital more value relevant than book value of equity? A cross-country analysis,journal,2015.0,"(Alessandro, Mechelli)",Applied Economics Letters,900-903,22,3
2711,10.1155/2012/873710,77f453fe-261a-32df-9913-be168a3a80ec,Evaluating ethical responsibility in inverse decision support,journal,2012.0,"(Ahmad M., Kabil)",Advances in Decision Sciences,,2012,11
2712,10.1080/0965254X.2011.565881,efe8061a-fcd7-3e95-8495-4fc60a76dae4,A negative side of outsourcing marketing functions and market-based learning process,journal,2011.0,"(Jeong Eun, Park)",Journal of Strategic Marketing,471-486,19,37
2713,10.1590/1808-057x201400030,dea0dbdf-3730-37d5-aaf3-629b691b0c6e,Quality Determinants of Independent Audits of Banks,journal,2015.0,"(José Alves, Dantas)",Revista Contabilidade & Finanças,43-56,26,34
2714,10.1080/02681102.2013.832127,773cc7cb-3119-3a9d-ab97-64589afe001c,Architecture for Managing Knowledge on Cybersecurity in Sub-Saharan Africa,journal,2014.0,"(Francis, Andoh-Baidoo)",Information Technology for Development,140-164,20,126
2715,10.1080/00207540600559849,181b5dff-0afa-3cea-bd6c-bc8c27d4e868,Using data continualization and expansion to improve small data set learning accuracy for early flexible manufacturing system (FMS) scheduling,journal,2006.0,"(D. C., Li)",International Journal of Production Research,4491-4509,44,8
2716,10.1080/17517571003763380,c57afbb5-7547-364f-81d1-7cd81fdf4cd8,On the principle of design of resilient systems - application to enterprise information systems,journal,2010.0,"(W. J., Zhang)",Enterprise Information Systems,99-110,4,38
2717,10.3233/JCS-2009-0393,28b8b55e-b9f9-3fcc-8e9b-b53b204a81d9,Hyperproperties,journal,2010.0,"(Michael R., Clarkson)",Journal of Computer Security,1157-1210,18,28
2718,10.1111/j.1467-8489.2011.00549.x,456bdeac-a91f-38c3-8d10-17f57d0232f4,The determinants of technology adoption by UK farmers using Bayesian model averaging: The cases of organic production and computer usage,journal,2011.0,"(Richard, Tiffin)",Australian Journal of Agricultural and Resource Economics,579-598,55,37
2719,10.1007/s00199-006-0105-7,b140704f-6b34-35c6-b162-ae9e1d2611e4,(Non-)existence and scope of Nash networks,journal,2007.0,"(Hans, Haller)",Economic Theory,597-604,31,15
2720,10.1002/mcda.395,b30afbe5-781b-36f1-8d2c-5b9a9fd5854b,Utility transversality: A value-based approach,journal,2005.0,"(James E., Matheson)",Journal of Multi-Criteria Decision Analysis,229-238,13,12
2721,10.1080/01449290701850111,bd0a8cf6-d2fd-3919-8ade-eaefa8087c1e,Understanding consumer intention in online shopping: A respecification and validation of the DeLone and McLean model,journal,2009.0,"(Chien Wen David, Chen)",Behaviour and Information Technology,335-345,28,116
2722,10.1111/poms.12031,c8c33d7e-1a66-3d93-984c-adfc058339fa,Lead time management through expediting in a continuous review inventory system,generic,2014.0,"(Hamed, Mamani)",Production and Operations Management,95-109,23,16
2723,10.1377/hlthaff.2010.1317,af38a18f-06d2-37ed-8680-f6e565d00c1e,A new quality compass: Hospital boards' increased role under the affordable care act,journal,2011.0,"(Elisabeth, Belmont)",Health Affairs,1282-1289,30,31
2724,10.1287/moor.1070.0255,26942c5a-690a-3b22-b7ef-d183fc9b8162,Mathematics of Operations Research New Precedence Theorems for One-Machine Weighted Tardiness New Precedence Theorems for One-Machine Weighted Tardiness,journal,2007.0,"(J J, Kanet)",Mathematics of Operations Research,579-588,32,1
2725,10.1080/0951192X.2010.518322,199924f3-bbe5-356a-b7f9-23f2f75175b3,A wireless sensor network-based approach to large-scale dimensional metrology,journal,2010.0,"(Maurizio, Galetto)",International Journal of Computer Integrated Manufacturing,1082-1094,23,5
2726,10.1145/1314215.1314230,016dbf59-ab75-30c6-a191-d31b9d5ad24f,Managing large collections of data mining models,journal,2008.0,"(Bing, Liu)",Commun. ACM,85-89,51,4
2727,10.1377/hlthaff.2012.1124,491d9167-2a57-3d82-823f-07d37c60870a,A report on eight early- stage state and regional projects testing value- based payment,journal,2013.0,"(Douglas, Conrad)",Health Affairs,998-1006,32,12
2728,10.1377/hlthaff.2012.0359,e27b80ca-d136-3a62-9c15-7e716efead50,"Colorado's patient-centered medical home pilot met numerous obstacles, yet saw results such as reduced hospital admissions",journal,2012.0,"(Marjie G., Harbrecht)",Health Affairs,2010-2017,31,57
2729,10.1080/00207540701851780,93263e4b-69b4-37b6-bc4f-9143b063968d,A STEP-compliant product data model for injection moulding products,journal,2009.0,"(Z. D., Zhou)",International Journal of Production Research,4497-4520,47,14
2730,10.1145/1325555.1325566,6568a21b-3ebd-3962-b30f-c7bc275ca23d,the Contribution of Critical Is Research,journal,2008.0,"(Bernd Carsten, Stahl)",Communications of the ACM,51-55,51,50
2731,10.2308/iace-50031,2107c7e3-c943-3f02-a248-67b724b44e82,"Breach of Data at TJX: An Instructional Case Used to Study COSO and COBIT, with a Focus on Computer Controls, Data Security, and Privacy Legislation",journal,2011.0,"(Sandra J., Cereola)",Issues in Accounting Education,521-545,26,37
2732,10.1002/asi.23003,b0f242d2-ce71-3f8d-9133-268741e4270e,Extracting evolutionary communities in community question answering,journal,2014.0,"(Zhongfeng, Zhang)",Journal of the Association for Information Science and Technology,1170-1186,65,9
2733,10.1002/sres.2181,d0f549f7-bc17-31ed-94a4-fe1834193331,Identifying Influential Factors of Knowledge Sharing in Emergency Events: A Virtual Community Perspective,journal,2013.0,"(Siqing, Shan)",Systems Research and Behavioral Science,367-382,30,20
2734,10.1007/s10729-009-9100-4,21e90a09-706e-3d60-a45c-600a2995637f,Exploring information systems outsourcing in U.S. hospital-based health care delivery systems,journal,2009.0,"(Mark L., Diana)",Health Care Management Science,434-450,12,31
2735,10.1111/j.1467-6281.2011.00343.x,da7ddaaf-63fc-3c3f-bcc3-0c8eb8a99d02,Do Publicly Signalled Earnings Management Incentives Affect Analyst Forecast Accuracy?,journal,2011.0,"(Mark, Wilson)",Abacus,315-342,47,19
2736,10.1111/j.1748-8583.2010.00165.x,0210a2a8-b458-33f6-8a88-e78cf5b0dec8,Exploring human capital: Putting 'human' back into strategic human resource management,journal,2011.0,"(Patrick M., Wright)",Human Resource Management Journal,93-104,21,464
2737,10.1080/03643107.2012.671150,54fddd7c-fe74-3212-a118-d60b1d2edec4,Nonprofit Mergers: An Implementation Plan,journal,2013.0,"(Theresa Ann, Ricke-Kiely)",Administration in Social Work,158-170,37,15
2738,10.1287/isre.1090.0272,98547f8b-3c49-3866-9667-14d504e14513,Induction over strategic agents,journal,2010.0,"(Fidan, Boylu)",Information Systems Research,170-189,21,38
2739,10.1080/17517575.2013.767382,1db4d4c5-0b91-38b2-b21e-504ee55e503f,Ontology-based approaches for cross-enterprise collaboration: a literature review on semantic business process management,journal,2014.0,"(Hanh H., Hoang)",Enterprise Information Systems,648-664,8,39
2740,10.1145/1188913.1188918,efe9df8a-509a-3c80-9ad5-61617bc7d2af,Intra-organizational perspectives on IT-enabled supply chains,journal,2007.0,"(Nitin, Singh)",Communications of the ACM,59-65,50,34
2741,10.1061/(ASCE)CO.1943-7862.0000034,82fbc989-638c-3e87-954b-0e131bd21e41,Human Factors Analysis Classification System Relating to Human Error Awareness Taxonomy in Construction Safety,journal,2009.0,"(J. W., Garrett)",Journal of Construction Engineering and Management,754-763,135,99
2742,10.1287/mnsc.1070.0833,f5d6d30d-b740-3ca2-884b-2221052b90bc,Research Note—Testing File Sharing's Impact on Music Album Sales in Cities,journal,2008.0,"(Stan J., Liebowitz)",Management Science,852-859,54,46
2743,10.1377/hlthaff.2012.0948,6e3a847f-de41-3a02-8063-caab0784990b,Health insurance exchanges in Switzerland and the Netherlands offer five key lessons for the operations of US exchanges,journal,2013.0,"(Ewout, Van Ginneken)",Health Affairs,744-752,32,26
2744,10.5465/amr.2012.0177,c4979e30-a97e-3451-a74e-c413099b1fc5,Resolving the paradox of interdependency and strategic renewal in activity systems,journal,2015.0,"(Daniel, Albert)",Academy of Management Review,210-234,40,126
2745,10.1007/s11235-011-9529-x,0b38016e-e343-3541-9eae-54c295915e77,Reversible data hiding scheme based on dual stegano-images using orientation combinations,journal,2013.0,"(Chin Feng, Lee)",Telecommunication Systems,2237-2247,52,5
2746,10.1002/sres.1068,41b9c859-2d2c-3a25-9787-1fee84616ee8,Applying evolutionary perspective to analyse the TFT-LCD industry development in Taiwan,journal,2011.0,"(Chih Tung, Hsiao)",Systems Research and Behavioral Science,283-300,28,5
2747,10.1509/jm.13.0300,91354370-b1cd-3bba-8d74-fbd59b414934,Know Your Customer: How Salesperson Perceptions of Customer Relationship Quality Form and Influence Account Profitability,journal,2014.0,"(Ryan R., Mullins)",Journal of Marketing,38-58,78,156
2748,10.1007/s10660-006-8679-5,1d5116c1-e3a5-3268-a5a1-203dfd3cf996,A distributable security management architecture for enterprise systems spanning multiple security domains,journal,2006.0,"(Ioannis, Priggouris)",Electronic Commerce Research,355-388,6,12
2749,10.1111/poms.12321,552ed669-1d22-30b6-a932-9e4a4a60eb26,Storing Fresh Produce for Fast Retrieval in an Automated Compact Cross-Dock System,journal,2015.0,"(Nima, Zaerpour)",Production and Operations Management,1266-1284,24,21
2750,10.1093/bib/bbn004,dd4e5db3-0a86-328e-a533-7e24c4039b69,Information quality in proteomics,journal,2008.0,"(David A., Stead)",Briefings in Bioinformatics,174-188,9,71
2751,10.1145/1047671.1047678,f2abd9a1-02ef-394c-9822-78f537ed0adb,"How the mobile communication markets differ in China, the U.S., and Europe",journal,2005.0,"(Xiaoni, Zhang)",Communications of the ACM,111-114,48,31
2752,10.1145/1107458.1107489,c5a95623-ffa0-376c-b373-4ae1204de6f5,Digital memories in an era of ubiquitous computing and abundant storage,journal,2006.0,"(Mary, Czerwinski)",Communications of the ACM,44,49,87
2753,10.1145/1364782.1364799,43270c0c-a529-3e8d-953a-b0691ef7f9c3,The revolution inside the box,journal,2008.0,"(M, Oskin)",Communications of the ACM,70-78,51,19
2754,10.1377/hlthaff.2011.0686,b912de0d-01cf-3451-9a45-236aaae1589b,Introducing decision aids at group health was linked to sharply lower hip and knee surgery rates and costs,journal,2012.0,"(David, Arterburn)",Health Affairs,2094-2104,31,140
2755,10.1287/ijoc.1100.0414,eee65126-b1cc-3a0d-a3a9-c99289894b47,"The reliable facility location problem: Formulations, heuristics, and approximation algorithms",journal,2011.0,"(Zuo Jun Max, Shen)",INFORMS Journal on Computing,470-482,23,47
2756,10.1145/1344411.1344412,aac55317-bf77-34b0-8753-701d4a58ed5e,Classi cation-Aware Hidden-Web Text Database Selection,journal,2008.0,"(Panagiotis G, Ipeirotis)",New York,,26,1
2757,10.1080/0951192X.2010.527373,41f4820b-d015-3e58-89ef-0341dc5a51b3,INFELT STEP: An integrated and interoperable platform for collaborative CAD/CAPP/CAM/CNC machining systems based on STEP standard,journal,2010.0,"(Omid F., Valilai)",International Journal of Computer Integrated Manufacturing,1095-1117,23,46
2758,10.1145/2602136,2dda2d3b-a0e7-38b2-8903-03c491f9e504,On the Complexity of Query Result Diversification,journal,2014.0,"(Ting, Deng)",ACM Transactions on Database Systems,1-46,39,30
2759,10.1002/asi.23013,597f2b93-d813-3940-8a6b-9e29ee7bb7ef,Scholar metadata and knowledge generation with human and artificial intelligence,journal,2014.0,"(Xiaozhong, Liu)",Journal of the Association for Information Science and Technology,1187-1201,65,27
2760,10.1049/cce:20060603,af00ff73-059c-3e8f-a814-dcc3924a94da,Control in real time [Common Industrial Protocol].,journal,2006.0,"(R, Piggin)",Computing & Control Engineering,28-31,17,3
2761,10.3233/WOR-2009-0804,ecb00c2e-5221-3715-b41d-3a3886b0fe30,The relationship between burnout and musculoskeletal pain in seven Norwegian occupational groups,journal,2009.0,"(Ellen Melbye, Langballe)",Work,179-188,32,35
2762,10.1007/s00186-012-0396-3,af42ecd4-4b10-35aa-a282-58d44cdb7ad5,Newsvendor-type models with decision-dependent uncertainty,journal,2012.0,"(Soonhui, Lee)",Mathematical Methods of Operations Research,189-221,76,20
2763,10.1061/(ASCE)0733-9364(2005)131:8(920),8ca8ca07-6667-33ea-afde-8d423635b16e,Reduction of Short-Interval GPS Data for Construction Operations Analysis,journal,2005.0,"(John, Hildreth)",Journal of Construction Engineering and Management,920-927,131,22
2764,10.1057/palgrave.jdg.2050074,4022cb09-a886-3f2c-80fb-bc96a84e561f,"Corporate governance, groupthink and bullies in the boardroom",journal,2008.0,"(Rookmin, Maharaj)",International Journal of Disclosure and Governance,68-92,5,46
2765,10.1080/00207540903349039,68c820a3-8958-3a57-877c-f6873af69e56,Supply chain collaboration: Conceptualisation and instrument development,journal,2010.0,"(Mei, Cao)",International Journal of Production Research,6613-6635,48,133
2766,10.1080/13678860600616347,804bb331-cd9a-36b0-acc2-531ef5f35cbd,Action e-learning: An exploratory case study of action learning applied online,journal,2006.0,"(Deborah DeWolfe, Waddill)",Human Resource Development International,157-171,9,31
2767,10.1002/jcaf.20128,8656257d-3cc9-3da5-9f88-f065e1b6da71,Wiki: A speedy new tool to manage projects,journal,2005.0,"(LuAnn, Bean)",Journal of Corporate Accounting & Finance,3-8,16,34
2768,10.1080/01441640500415243,0519d2c8-9ab7-32fc-9679-88124a6cde33,"Highway robbery? A financial analysis of design, build, finance and operate (DBFO) in UK roads",journal,2006.0,"(Jean, Shaoul)",Transport Reviews,257-274,26,40
2769,10.1287/orsc.1120.0768,a0a7144e-432f-37d9-91ec-553179b6abf8,Value Creation and Knowledge Loss: The Case of Cremonese Stringed Instruments,journal,2013.0,"(Gino, Cattani)",Organization Science,813-830,24,83
2770,10.1080/00207540903321657,bea58e77-c810-3210-b351-f40ebcc4d4cf,Heuristics for the two-machine flowshop scheduling problem to minimise makespan with bounded processing times,journal,2010.0,"(Ali, Allahverdi)",International Journal of Production Research,6367-6385,48,14
2771,10.1007/s10257-005-0052-z,21a289fc-4bcc-3b62-a8bc-f5b6f90f14e0,Service selection algorithms for Web services with end-to-end QoS constraints,journal,2005.0,"(Tao, Yu)",Information Systems and e-Business Management,103-126,3,5
2772,10.1002/mar.20568,dcb914d4-e754-30cd-9539-a230e2eb5366,An Integrative Perspective of Online Foraging Behavior with Search Engines,journal,2012.0,"(Carlos, Flavián)",Psychology and Marketing,836-849,29,23
2773,10.1007/s10257-010-0140-6,1143ca30-ba98-30ba-ade2-984736fd2aac,Socio-technical IS design science research: Developing design theory for IS integration management,journal,2011.0,"(Sven A., Carlsson)",Information Systems and e-Business Management,109-131,9,92
2774,10.1061/(ASCE)0733-9364(2006)132:5(452),5f335cf3-ebff-3f24-b621-0836fcb63733,Reliability and Stability Buffering Approach: Focusing on the Issues of Errors and Changes in Concurrent Design and Construction Projects,journal,2006.0,"(SangHyun, Lee)",Journal of Construction Engineering and Management,452-464,132,38
2775,10.1145/1042091.1042097,779ddf5a-451d-3952-afdd-c08f302101f5,Intelligent Mobile Crisis Response Systems,journal,2005.0,"(Yufei, Yuan)",Communications of the ACM,95-98,48,21
2776,10.1080/00207543.2011.563834,94b7160a-0761-3475-900b-37d7897cf401,"Resilience in family and nonfamily firms: An examination of the relationships between manufacturing strategy, competitive strategy and firm performance",journal,2011.0,"(Moses, Acquaah)",International Journal of Production Research,5527-5544,49,96
2777,10.1007/s11235-009-9155-z,d0c6fa29-747f-314a-996f-31fd1f578748,Trust management framework for intelligent agent negotiations in ubiquitous computing environments,journal,2009.0,"(Malamati, Louta)",Telecommunication Systems,141-157,41,4
2778,10.1049/ip-cta:20045164,4b0a3a93-16e8-3b94-a506-75c18fa5e48c,Generalised H<inf>2</inf> controller synthesis for uncertain discrete-time fuzzy systems via basis-dependent Lyapunov functions,journal,2006.0,"(S., Zhou)",IEE Proceedings: Control Theory and Applications,,153,2
2779,10.1111/j.1467-9671.2007.01032.x,38ad0012-2d83-359c-b502-e67f193ae890,The performance of vector oriented data storage strategies in ESRI's ArcGIS,journal,2007.0,"(James K., Batcheller)",Transactions in GIS,47-65,11,8
2780,10.1007/s10257-012-0206-8,4bf84263-f52f-3b2f-b4ae-0bf39aee0a59,"The role of organizational culture for grounding, management, guidance and effectiveness of enterprise architecture principles",journal,2014.0,"(Stephan, Aier)",Information Systems and e-Business Management,43-70,12,120
2781,10.1287/msom.1090.0258,453a5c88-32a2-3c73-8945-05a872ba1089,Customer-Driven vs. Retailer-Driven Search: Channel Performance and Implications,journal,2010.0,"(Li, Jiang)",Manufacturing & Service Operations Management,102-119,12,28
2782,10.1007/s10257-004-0032-8,9b9078d3-70b0-36ff-ac6c-a1b8a11ada2c,Vicarious experience in retail e-commerce: An inductive taxonomy of product evaluation support features,journal,2005.0,"(Stephen P., Smith)",Information Systems and e-Business Management,21-46,3,21
2783,10.1002/sdr.403,81db497c-79dd-39b0-9e9f-11ed3f21ba01,Dynamic perspectives on social characteristics and sustainability in online community networks,journal,2008.0,"(Peter, Otto)",System Dynamics Review,321-347,24,36
2784,10.1111/j.1468-0394.2012.00618.x,e0b0183f-e9d7-35b3-a0d0-bff8d84aa1db,A Case-Based Reasoning system for complex medical diagnosis,journal,2013.0,"(Subhagata, Chattopadhyay)",Expert Systems,12-20,30,35
2785,10.1093/bib/bbn052,a388c425-549f-3509-9357-f061b0b76c15,Building biomedical web communities using a semantically aware content management system,conference_proceedings,2009.0,"(Sudeshna, Das)",Briefings in Bioinformatics,129-138,10,104
2786,10.1377/hlthaff.2011.1002,6be15601-1e03-3abb-8f55-fb8f93f40c73,Results from a patient-centered medical home pilot at UPMC health plan hold lessons for broader adoption of the model,journal,2012.0,"(Cynthia Napier, Rosenberg)",Health Affairs,2423-2431,31,127
2787,10.1287/isre.1090.0247,d7020579-78d3-3654-8f1c-61c3f8c9d81b,Profiting from Knowledge Management: The Impact of Time and Experience,journal,2011.0,"(Dong-Gil, Ko)",Information Systems Research,134-152,22,46
2788,10.1002/csr.102,ec8efc24-da03-3c81-891e-611e2b0d59b0,Accounting for suburban tree information systems,journal,2006.0,"(Alistair M., Brown)",Corporate Social Responsibility and Environmental Management,275-285,13,9
2789,10.1007/s10257-006-0044-7,2b97868f-dc03-38d6-8108-fcee30c228c2,Monitoring key company events through deliberative learning,journal,2007.0,"(Christina, LaComb)",Information Systems and e-Business Management,295-317,5,5
2790,10.1111/eufm.12003,a8d9ece0-99e7-37fd-9cf0-41ab305d0715,Informed Trading and Market Structure,journal,2015.0,"(Charlie X., Cai)",European Financial Management,148-177,21,5
2791,10.1111/j.1467-9671.2005.00209.x,0cfc42b1-9a22-3f4d-880d-1c9dcdb3eee9,Using GIS in areawide pest management: A case study in South Dakota,generic,2005.0,"(Amber A., Beckler)",Transactions in GIS,109-127,9,11
2792,10.2753/JES1097-203X320304,1bc035ba-9478-363e-831f-80c250997943,Collaborative System Integration Services,journal,2005.0,"(Satoshi, Hamaya)",Japanese Economy,75-90,33,6
2793,10.1080/13669870701281462,5802a5c2-c2ea-3696-a53e-376b9a993597,Climate change: Perceptions and discourses of risk,journal,2007.0,"(David, Etkin)",Journal of Risk Research,623-641,10,123
2794,10.1258/hsmr.2008.007029,191a2700-ea1a-394d-8156-ab2c8520b546,Getting health reforms right: What lessons from an Italian case?,journal,2008.0,"(Stefano, Villa)",Health Services Management Research,131-140,21,13
2795,10.1080/08920753.2011.637483,6b05f788-51e8-30f8-96b5-b263f05e34cc,"Mariculture and marine spatial planning: Integrating local ecological knowledge at Kaledupa Island, Indonesia",journal,2010.0,"(Brian W., Szuster)",Island Studies Journal,237-250,5,24
2796,10.1080/00036840903559612,8a1e6eae-60d8-342d-8b95-199298f54cf7,"Embedding landfill diversion in economic, geographical and policy settings",journal,2011.0,"(Massimiliano, Mazzanti)",Applied Economics,3299-3311,43,9
2797,10.1080/0144929X.2014.934287,59ed01d2-50ec-38f2-be26-ff7640b7c898,"Information systems and performance: the role of technology, the task and the individual",journal,2015.0,"(Edgardo R., Bravo)",Behaviour & Information Technology,247-260,34,10
2798,10.1002/nav.21491,e0706a69-fa67-368a-9e67-2729ea4d36f7,Screening and selection procedures with control variates and correlation induction techniques,journal,2012.0,"(Shing Chih, Tsai)",Naval Research Logistics,340-361,59,4
2799,10.1080/10572250902942000,6567572e-66ca-3279-806e-7299f3abe8dc,Woodward paths: Motorizing space,journal,2009.0,"(Jeff, Rice)",Technical Communication Quarterly,224-241,18,10
2800,10.1002/asi.22815,1daec2a3-e7f8-346b-829c-97b2035f910b,Work and personal e-mail use by university employees: PIM practices across domain boundaries,journal,2013.0,"(Robert, Capra)",Journal of the American Society for Information Science and Technology,1029-1044,64,23
2801,10.1080/00207543.2014.991047,88cb5360-8408-3884-8102-8e1e4781d181,"An Empirical Research on the Impacts of organisational decisions locus, tasks structure rules, knowledge, and IT functions value on ERP system success",journal,2015.0,"(Princely, Ifinedo)",International Journal of Production Research,2554-2568,53,36
2802,10.1080/10580530.2011.585587,92584cc1-46fe-3e8b-b51e-d62e9a641669,Wot the hell?,generic,2011.0,"(Robert L., Glass)",Information Systems Management,280-281,28,1
2803,10.1002/asi.21063,2ea5c24d-565b-3b62-8561-bdf6af2757c4,Evaluation of n-gram conflation approaches for arabic text retrieval,journal,2009.0,"(Farag, Ahmed)",Journal of the American Society for Information Science and Technology,1448-1465,60,19
2804,10.1061/(ASCE)ME.1943-5479.0000179,e6354a28-9e5a-3a75-bf8d-d8129d6ba62a,Construction Supervision Mechanism for Public Projects in China: Progress Goal–Oriented Perspective,journal,2014.0,"(Yunna, Wu)",Journal of Management in Engineering,205-213,30,13
