id,scopus,doi,title,type,year,authors,source,pages,volume,reader_count,link,given-name,sur_name,author_id,affiliation_id,citedby_count,h_index,doc_total,cit_by_doc,co_authors_total
250f54d1-53c2-3108-8f34-286e3b2efc61,2-s2.0-84926132025,10.1080/0144929X.2014.914976,CRUDi framework proposal: Financial industry application,generic,2014,"('Jorge', 'Pereira')",Behaviour and Information Technology,1093-1110,33,23,http://www.mendeley.com/research/crudi-framework-proposal-financial-industry-application,Jorge,Pereira,56196209200,60014519,10,5,18,59,19
fbc79eab-a505-3e0b-8a1e-0692f208b362,,10.1145/1924421.1924431,Managing global IT teams,journal,2011,"('Fred', 'Niederman')",Communications of the ACM,24,54,6,http://www.mendeley.com/research/managing-global-it-teams,,,,,,0,0,0,0
fb582948-f53a-3f53-a165-389bbf196167,2-s2.0-33750029107,10.1111/j.1468-0394.2006.00412.x,A fuzzy aggregation approach to group decision-making based on centroid measurement,conference_proceedings,2006,"('Kanliang', 'Wang')",Expert Systems,313-321,23,4,http://www.mendeley.com/research/fuzzy-aggregation-approach-group-decisionmaking-based-centroid-measurement,Kanliang,Wang,8846828400,60018308,2,18,87,839,101
5fbfb3ce-4a8d-327c-b8ff-4039c4cfee68,2-s2.0-84957087677,10.1080/07421222.2014.1001282,Are you feeling lonely? the impact of relationship characteristics and online social network features on loneliness,journal,2015,"('Sabine', 'Matook')",Journal of Management Information Systems,278-310,31,106,http://www.mendeley.com/research/feeling-lonely-impact-relationship-characteristics-online-social-network-features-loneliness-1,Sabine,Matook,26025668900,60031004,16,8,29,227,27
f0bc6db3-4ad3-3069-974a-714bd40cfcf5,2-s2.0-84887435575,10.1145/2522968.2522971,Organizational social structures for software engineering,journal,2013,"('Damian A.', 'Tamburri')",ACM Computing Surveys,Jan-35,46,42,http://www.mendeley.com/research/organizational-social-structures-software-engineering-6,Damian A.,Tamburri,35488974800,60008734,31,7,43,187,71
c4ea228b-b92a-3b9d-9b3e-2f7b61370eee,2-s2.0-57149111666,10.1007/s10660-008-9022-0,An integrative approach to assess qualitative and quantitative consumer feedback,journal,2008,"('John', 'Gerdes')",Electronic Commerce Research,217-234,8,37,http://www.mendeley.com/research/integrative-approach-assess-qualitative-quantitative-consumer-feedback,John,Gerdes Jr.,7102116781,106548790,24,12,24,422,20
b9a02700-61c1-3d48-a811-ba8debd89a4d,2-s2.0-84902288534,10.1287/mnsc.2014.1930,Simultaneously Discovering and Quantifying Risk Types from Textual Risk Disclosures,journal,2014,"('Yang', 'Bao')",Management Science,1371-1391,60,126,http://www.mendeley.com/research/simultaneously-discovering-quantifying-risk-types-textual-risk-disclosures,Yang,Bao,55585580800,60017161,31,6,10,143,8
885f7550-7b69-3492-a3e3-9fc5d64b6c6c,2-s2.0-48949116318,10.1080/00343400801922814,On the role played by temporary geographical proximity in knowledge transmission,journal,2008,"('André', 'Torre')",Regional Studies,869-889,42,151,http://www.mendeley.com/research/role-played-temporary-geographical-proximity-knowledge-transmission,André,Torre,7006223993,60020315,264,14,51,1158,54
98b8b5b2-9026-32e0-b41e-4c17ecb33057,2-s2.0-84945951987,10.1287/isre.2015.0583,Recommendations using information from multiple association rules: A probabilistic approach,journal,2015,"('Abhijeet', 'Ghoshal')",Information Systems Research,532-551,26,25,http://www.mendeley.com/research/recommendations-using-information-multiple-association-rules-probabilistic-approach-3,Abhijeet,Ghoshal,55502493700,60020633,1,2,11,8,13
81060b53-f564-3855-bd33-f96ce538a619,2-s2.0-77955474727,10.1287/ijoc.1090.0353,Adaptive auction mechanism design and the incorporation of prior knowledge,journal,2010,"('David', 'Pardoe')",INFORMS Journal on Computing,353-370,22,26,http://www.mendeley.com/research/adaptive-auction-mechanism-design-incorporation-prior-knowledge,David,Pardoe,6603202448,60013372,9,9,19,206,16
91f2adfe-ad71-3f5e-a3ca-0406c3f6f62e,2-s2.0-33745879483,10.1145/1125944.1125978,Designing a new foundation for design,book,2006,"('Terry', 'Winograd')",Communications of the ACM,71 - 77,49,36,http://www.mendeley.com/research/designing-new-foundation-design-1,Terry,Winograd,7003633896,60012708,24,36,94,5048,126
a8096ccf-b1aa-3443-a61b-4abfb347da8d,2-s2.0-68149125074,10.1080/15332860802067706,Factors influencing trust in online consumer-to-consumer (C2C) transactions,journal,2008,"('Janejira', 'Sutanonpaiboon')",Journal of Internet Commerce,203-219,7,32,http://www.mendeley.com/research/factors-influencing-trust-online-consumertoconsumer-c2c-transactions,Janejira,Sutanonpaiboon,15073609900,60014069,8,5,9,103,12
e09dcdc7-b986-3144-8dfc-f6fd9a59b804,2-s2.0-33947662390,10.1007/s11187-006-9037-7,The discovery of opportunities: Extending the economic theory of the entrepreneur,journal,2007,"('Mark', 'Casson')",Small Business Economics,285-300,28,207,http://www.mendeley.com/research/discovery-opportunities-extending-economic-theory-entrepreneur,Mark,Casson,6701575882,60012197,80,23,106,2076,34
c6dc2400-82ad-3775-8002-5da81d224f69,2-s2.0-84863217964,10.1007/s10479-011-1016-y,Resource allocation for performance improvement,journal,2012,"('Nasim', 'Nasrabadi')",Annals of Operations Research,459-468,196,5,http://www.mendeley.com/research/resource-allocation-performance-improvement-3,Nasim,Nasrabadi,36449922500,60030265,8,4,6,24,7
589635a0-49b4-37c1-ba13-0357c852fd23,2-s2.0-78751648737,10.1007/s10207-010-0116-z,Identity-based cryptography for grid security,journal,2011,"('Hoon Wei', 'Lim')",International Journal of Information Security,15-32,10,43,http://www.mendeley.com/research/identitybased-cryptography-grid-security,Hoon Wei,Lim,15769735400,60005510,11,10,33,237,34
68e6517a-23b5-361b-902a-851a374453ec,2-s2.0-79959944364,10.1145/1953122.1953142,Does deterrence work in reducing information security policy abuse by employees?,journal,2011,"('Qing', 'Hu')",Communications of the ACM,54,54,188,http://www.mendeley.com/research/deterrence-work-reducing-information-security-policy-abuse-employees,Qing,Hu,51964069800,60004354,105,21,77,2759,63
ba72421d-1732-3dbe-ad21-243bf5e48955,2-s2.0-25844473207,10.1287/isre.1050.0058,Web personalization as a persuasion strategy: An elaboration likelihood model perspective,generic,2005,"('Kar Yan', 'Tam')",Information Systems Research,271-291,16,240,http://www.mendeley.com/research/web-personalization-persuasion-strategy-elaboration-likelihood-model-perspective-4,Kar Yan,Tam,55667247700,60008592,241,33,88,5638,64
3fec0f94-dc6b-3ad7-b863-67da28c66dc9,2-s2.0-27844503473,10.1080/0020754042000270368,Joint replenishment problem under continuous unit cost change,journal,2005,"('M.', 'Khouja')",International Journal of Production Research,311-326,43,12,http://www.mendeley.com/research/joint-replenishment-problem-under-continuous-unit-cost-change,M.,Khouja,7006682916,60006951,21,29,91,2419,57
e9b2d645-11e0-304c-ba67-769b07853814,2-s2.0-53349107314,10.1145/1400181.1400198,The topology of dark networks,journal,2008,"('Jennifer', 'Xu')",Communications of the ACM,58,51,93,http://www.mendeley.com/research/topology-dark-networks,Jennifer,Xu,8963142900,60015747,78,16,57,1027,58
2d27572b-05d0-3cbe-872d-a86287f09413,2-s2.0-84939871775,10.1007/s10100-014-0355-6,It’s about how the task is set: the inclusion–exclusion effect and accountability in preprocessing management information,journal,2015,"('Alexandra', 'Rausch')",Central European Journal of Operations Research,313-344,23,7,http://www.mendeley.com/research/about-task-set-inclusionexclusion-effect-accountability-preprocessing-management-information,Alexandra,Rausch,36608715000,60019660,2,2,12,15,10
5519d80e-5d99-3408-b731-4c4f063ade1b,2-s2.0-84884354111,10.1080/17517575.2012.763189,An analytical approach to customer requirement information processing,journal,2013,"('Zude', 'Zhou')",Enterprise Information Systems,543-557,7,9,http://www.mendeley.com/research/analytical-approach-customer-requirement-information-processing,Zude,Zhou,55538054700,60022414,16,22,373,1760,150
ad359b2b-59c1-3a22-8188-5c105302f370,,10.5034/inquiryjrnl_49.01.04,Public and Private Health Insurance Premiums: How Do They Affect the Health Insurance Status of Low-Income Adults? Childless,journal,2012,"('Gery P.', 'Guy')","INQUIRY: The Journal of Health Care Organization, Provision, and Financing",52-64,49,1,http://www.mendeley.com/research/public-private-health-insurance-premiums-affect-health-insurance-status-lowincome-adults-childless,,,,,,0,0,0,0
14829822-9ff2-3a1e-b724-5de70cb392fc,2-s2.0-33847026155,10.1080/00207540600634949,The value of information sharing in the presence of supply uncertainty and demand volatility,journal,2007,"('W. K.', 'Chiang')",International Journal of Production Research,1429-1447,45,42,http://www.mendeley.com/research/value-information-sharing-presence-supply-uncertainty-demand-volatility,W. K.,Chiang,7102015428,60013983,38,8,13,862,16
a2783c99-f90b-3e7a-b8e3-81ad1910dc3f,2-s2.0-33745203007,10.1145/1107458.1107497,Evaluating personal information management behaviors and tools,journal,2006,"('Diane', 'Kelly')",Communications of the ACM,84,49,108,http://www.mendeley.com/research/evaluating-personal-information-management-behaviors-tools,Diane,Kelly,35581749900,60025111,24,23,81,1257,150
f9ba2ac6-5a7b-36c7-ba34-d6ee710f0391,2-s2.0-80155195722,10.1145/2018396.2018419,Making Information Flow Explicit in HiStar,conference_proceedings,2006,"('Nickolai', 'Zeldovich')",OSDI'06,93,54,159,http://www.mendeley.com/research/making-information-flow-explicit-histar,Nickolai,Zeldovich,35225644900,60022195,13,20,50,1518,73
730f7082-0e83-31f0-8ff2-fb048fca68b7,2-s2.0-84905388742,10.1007/s10257-013-0220-5,Technology as an operant resource in service (eco)systems,journal,2014,"('Melissa Archpru', 'Akaka')",Information Systems and e-Business Management,367-384,12,191,http://www.mendeley.com/research/technology-operant-resource-service-ecosystems,Melissa Archpru,Akaka,24337484000,60015404,43,13,20,1243,27
c03265cd-aeb1-3c44-a1f1-f8b0483de280,2-s2.0-33745711703,10.1287/ijoc.1040.0094,Optimal Synchronization Policies for Data Warehouses,journal,2006,"('Debabrata', 'Dey')",INFORMS Journal on Computing,229-242,18,8,http://www.mendeley.com/research/optimal-synchronization-policies-data-warehouses,Debabrata,Dey,7101867695,60015481,14,16,48,636,24
96e03efe-8046-3ec7-90d3-9302f98a1d5a,,10.1002/jcaf.21783,Checklists: Prevent White-Collar Computer Crime,journal,2012,"('Jo Ann', 'McGee')",The Journal of Corporate Accounting & Finance,49 - 52,July/Augus,2,http://www.mendeley.com/research/checklists-prevent-whitecollar-computer-crime,,,,,,0,0,0,0
de6b6e35-21d8-337f-aaa9-3ed568a1e009,2-s2.0-84866468553,10.1377/hlthaff.2010.1034,"A tale of dollars, pediatrics, and late-night calls about infant constipation.",journal,2012,"('John', 'Lantos')",Health affairs (Project Hope),1115-1118,31,8,http://www.mendeley.com/research/tale-dollars-pediatrics-latenight-calls-about-infant-constipation,John,Lantos,7005736804,60007056,0,39,364,4810,150
4412aaf3-60c8-360a-bba0-e9c4dc127dc4,2-s2.0-33747617552,10.1007/s10257-005-0024-3,Browser-based applications: Popular but flawed?,journal,2006,"('Mark S.', 'Silver')",Information Systems and e-Business Management,361-393,4,6,http://www.mendeley.com/research/browserbased-applications-popular-flawed,Mark S.,Silver,57197687328,60015095,6,1,3,6,0
d5260c8c-c234-3533-8261-774486b274fb,2-s2.0-81255209177,10.1080/09613218.2011.617095,Service life prediction models for exterior stone cladding,journal,2011,"('A.', 'Silva')",Building Research and Information,637-653,39,13,http://www.mendeley.com/research/service-life-prediction-models-exterior-stone-cladding,A.,Silva,25959361900,60004956,19,10,53,130,35
79a4a806-cdb3-3f50-937d-89e0136f2b3e,2-s2.0-78049307075,10.1080/17517575.2010.519785,Estimating the impact of enterprise resource planning project management decisions on post-implementation maintenance costs: A case study using simulation modelling,journal,2010,"('Meg', 'Fryling')",Enterprise Information Systems,391-421,4,52,http://www.mendeley.com/research/estimating-impact-enterprise-resource-planning-project-management-decisions-postimplementation-maint-1,Meg,Fryling,36602535800,60011666,20,1,5,20,5
075fba3c-b59a-325e-a324-7cd3eef34968,2-s2.0-84884503350,10.1080/0144929X.2013.789080,Cultural differences in online beer marketing: Findings from automated attention analysis,journal,2013,"('Tomáš', 'Kincl')",Behaviour and Information Technology,644-654,32,14,http://www.mendeley.com/research/cultural-differences-online-beer-marketing-findings-automated-attention-analysis,Tomáš,Kincl,36537346600,60017004,2,2,16,18,8
dd5a4543-6b4b-35a6-ba2c-b716756db7eb,2-s2.0-34249672325,10.1002/sres.818,"Getting the big picture in natural resource management-Systems Thinking as 'method' for scientists, policy makers and other stakeholders",conference_proceedings,2007,"('O. J H', 'Bosch')",Systems Research and Behavioral Science,217-232,24,87,http://www.mendeley.com/research/getting-big-picture-natural-resource-managementsystems-thinking-method-scientists-policy-makers-othe-1,O. J H,Bosch,7004714628,60031004,47,18,61,540,62
3cd21771-5ebd-38af-8252-c09be86224fb,,10.3233/GOV-130356,Public sector information reuse across Europe: Patterns in policy-making from an organizational perspective,journal,2013,"('Henk', 'Koerten')",Journal of E-Governance,198-211,36,8,http://www.mendeley.com/research/public-sector-information-reuse-across-europe-patterns-policymaking-organizational-perspective,,,,,,0,0,0,0
c59eca68-8392-3fd7-b4d6-1eb5660ad0e9,2-s2.0-84884594519,10.1007/s10207-013-0197-6,A comprehensive study of queue management as a DoS counter-measure,journal,2013,"('Daniel', 'Boteanu')",International Journal of Information Security,347-382,12,30,http://www.mendeley.com/research/comprehensive-study-queue-management-dos-countermeasure,Daniel,Boteanu,23395898400,60019141,1,1,3,9,4
89d6cc62-3dc0-3bda-bb11-90a17c9d1316,2-s2.0-84944450308,10.1377/hlthaff.2015.0252,Price increases were much lower in ambulatory surgery centers than hospital outpatient departments in 2007-12,journal,2015,"('Kathleen', 'Carey')",Health Affairs,1738-1744,34,12,http://www.mendeley.com/research/price-increases-were-much-lower-ambulatory-surgery-centers-hospital-outpatient-departments-200712,Kathleen,Carey,56744277000,60018701,4,16,42,529,28
2663060b-6464-3914-988c-23cdbdc1401f,2-s2.0-84884255658,10.1089/cyber.2012.0301,Can Facebook Use Induce Well-Being?,journal,2013,"('Chia-Yi', 'Liu')","Cyberpsychology, Behavior, and Social Networking",674-678,16,148,http://www.mendeley.com/research/facebook-induce-wellbeing,Chia-Yi,Liu,23091338400,113877764,42,2,4,141,4
163a4717-56bc-3b53-9f24-1f59f18cb3d7,2-s2.0-79957663474,10.1016/j.serrev.2011.01.002,Innovative Interfaces' Electronic Resources Management System: A Survey on the State of Implementation and Usage,journal,2011,"('Kate', 'Silton')",Serials Review,80-86,37,17,http://www.mendeley.com/research/innovative-interfaces-electronic-resources-management-system-survey-state-implementation-usage-1,Kate,Silton,55664922100,60032973,8,1,16,10,15
e0081dab-3226-32db-9fcc-68325be10dad,2-s2.0-84938424482,10.1080/13662716.2015.1049865,Driving factors for service providers to participate in standardization: Insights from the Netherlands,journal,2015,"('Paul', 'Wakke')",Industry and Innovation,299-320,22,17,http://www.mendeley.com/research/driving-factors-service-providers-participate-standardization-insights-netherlands,Paul,Wakke,36443105700,60011604,6,2,3,8,5
b52fa9b5-61f9-38c5-a470-35ff7a28ee50,2-s2.0-30344431785,10.1287/isre.1050.0055,Collaborating on multiparty information systems development projects: A collective reflection-in-action view,journal,2005,"('Natalia', 'Levina')",Information Systems Research,109-130,16,203,http://www.mendeley.com/research/collaborating-multiparty-information-systems-development-projects-collective-reflectioninaction-view,Natalia,Levina,8779298100,60108316,177,23,51,2480,61
e9020365-ff75-3575-b399-75215794c7c5,2-s2.0-61349103079,10.1287/msom.1070.0174,"Load-Based POLCA: An Integrated Material Control System for Multiproduct, Multimachine Job Shops",journal,2008,"('Nico', 'Vandaele')",Manufacturing & Service Operations Management,181-197,10,34,http://www.mendeley.com/research/loadbased-polca-integrated-material-control-system-multiproduct-multimachine-job-shops,Nico,Vandaele,6602897673,60025063,28,17,52,798,49
65b96304-5806-3e0b-97bc-c207431b9c52,2-s2.0-79961050452,10.3722/cadaps.2011.531-544,Framework for Product Lifecycle Management integration in small and medium enterprises networks,journal,2011,"('Julien', 'le Duigou')",Computer-Aided Design and Applications,531-544,8,18,http://www.mendeley.com/research/framework-product-lifecycle-management-integration-small-medium-enterprises-networks-11,Julien,le Duigou,25926432800,60068552,22,7,48,155,47
67592027-edb5-3f00-9d35-3566918c8a97,2-s2.0-76849093556,10.1080/10580530802552102,Text analytics: Boon to knowledge management?,generic,2009,"('William R.', 'King')",Information Systems Management,87,26,13,http://www.mendeley.com/research/text-analytics-boon-knowledge-management,William R.,King,7401988427,,10,27,83,2146,26
bc9ee1d2-4fb3-3957-b848-b1b3315c2749,2-s2.0-84859746288,10.1287/trsc.1110.0378,"A Lagrangian Heuristic for Robustness, with an Application to Train Timetabling",journal,2012,"('Valentina', 'Cacchiani')",Transportation Science,124-133,46,32,http://www.mendeley.com/research/lagrangian-heuristic-robustness-application-train-timetabling,Valentina,Cacchiani,24281338400,60028218,33,14,38,506,40
6ddececa-8b91-3c74-bd4e-c84b7956af3e,2-s2.0-84904898216,10.1002/sres.2294,A quantifiable risky decision model: Incorporating individual memory into informational cascade,journal,2014,"('Fei', 'Wang')",Systems Research and Behavioral Science,537-553,31,14,http://www.mendeley.com/research/quantifiable-risky-decision-model-incorporating-individual-memory-informational-cascade,Fei,Wang,56139988700,60019118,2,4,16,49,23
f6877405-0eb1-3632-8e82-9a5a57b144cb,2-s2.0-34249681982,10.1300/J179v06n01_05,A New Kind of Marketing: Creating Micro-Niches Using Resonance Marketing,journal,2008,"('Hershey', 'Friedman')",Journal of Internet Commerce,83-99,6,11,http://www.mendeley.com/research/new-kind-marketing-creating-microniches-using-resonance-marketing,Hershey H.,Friedman,7402246289,60023814,1,11,47,327,28
41bdce1f-cd1e-3e9d-88c7-6752aae008e7,2-s2.0-79957818310,10.1007/s10551-010-0686-8,"Different Talks with Different Folks: A Comparative Survey of Stakeholder Dialog in Germany, Italy, and the U.S",journal,2011,"('André', 'Habisch')",Journal of Business Ethics,381-404,100,66,http://www.mendeley.com/research/different-talks-different-folks-comparative-survey-stakeholder-dialog-germany-italy,André,Habisch,6504761225,60005870,38,7,25,372,40
513ab7bd-0d34-3ba3-a2d1-160ee5c42dda,2-s2.0-84862529617,10.2105/AJPH.2011.300460,Implementing rapid HIV testing with or without risk-reduction counseling in drug treatment centers: Results of a randomized trial,journal,2012,"('Lisa R.', 'Metsch')",American Journal of Public Health,1160-1167,102,26,http://www.mendeley.com/research/implementing-rapid-hiv-testing-without-riskreduction-counseling-drug-treatment-centers-results-rando-3,Lisa R.,Metsch,7003410550,60021519,55,33,191,2846,150
6285ca40-b612-3209-b24a-0d73b673827b,2-s2.0-84858603839,10.1377/hlthaff.2010.1295,Patient-reported measures of psychosocial issues and health behavior should be added to electronic health records,journal,2012,"('Russell E.', 'Glasgow')",Health Affairs,497-504,31,26,http://www.mendeley.com/research/patientreported-measures-psychosocial-issues-health-behavior-added-electronic-health-records-9,Russell E.,Glasgow,35401386000,60013409,70,94,446,19615,150
a457ffab-d115-3651-bef7-0ebfc50fae10,,10.2979/eservicej.7.2.2,Rewarding Participation in Service Value Networks.,journal,2011,"('Tobias', 'Conte')",e-Service Journal,27-Feb,7,8,http://www.mendeley.com/research/rewarding-participation-service-value-networks,,,,,,0,0,0,0
79b946f9-a910-3ba6-bad0-ad16175b31c4,2-s2.0-84875034025,10.1017/S002210901200049X,Information content of earnings announcements: Evidence from after-hours trading,journal,2012,"('Christine X.', 'Jiang')",Journal of Financial and Quantitative Analysis,1303-1330,47,31,http://www.mendeley.com/research/information-content-earnings-announcements-evidence-afterhours-trading,Christine X.,Jiang,7403665537,60028599,13,10,30,692,32
572ce74c-3c0f-32d1-83d4-61956fb94130,2-s2.0-33749002537,10.1111/j.1468-5957.2006.00596.x,An international analysis of historical and forecast earnings in accounting-based valuation models,journal,2006,"('R. A.N.', 'Barniv')",Journal of Business Finance and Accounting,1087-1109,33,32,http://www.mendeley.com/research/international-analysis-historical-forecast-earnings-accountingbased-valuation-models,R. A.N.,Barniv,6507069769,60029653,16,1,2,17,0
3a6fbbf8-c6ec-319b-b4db-01266cfd871d,2-s2.0-48349132006,10.1007/s10551-007-9522-1,The driver of green innovation and green image - Green core competence,journal,2008,"('Yu Shan', 'Chen')",Journal of Business Ethics,531-543,81,291,http://www.mendeley.com/research/driver-green-innovation-green-image-green-core-competence,Yu-Shan,Chen,14830001100,60014261,249,18,66,1356,46
99277d59-2198-357e-aa7c-335d7fbec769,2-s2.0-84867047879,10.1080/00207543.2011.639396,A four-phase AHP-QFD approach for supplier assessment: A sustainability perspective,journal,2012,"('Jing', 'Dai')",International Journal of Production Research,5474-5490,50,97,http://www.mendeley.com/research/fourphase-ahpqfd-approach-supplier-assessment-sustainability-perspective,Jing,Dai,44060922400,60004354,76,9,15,255,15
212f7fdf-611a-3f17-82f3-3009295ac412,2-s2.0-70349330643,10.1002/asi.21126,A decision support system for public research organizations participating in national research assessment exercises,journal,2009,"('Giovanni', 'Abramo')",Journal of the American Society for Information Science and Technology,2095-2106,60,9,http://www.mendeley.com/research/decision-support-system-public-research-organizations-participating-national-research-assessment-exe-1,Giovanni,Abramo,22833445200,60027509,4,23,106,971,16
1a7797be-ec9a-3cb1-a5c9-0d64f8dd1673,2-s2.0-84893102752,10.1080/0144929X.2012.681067,The impact of self-efficacy and perceived system efficacy on effectiveness of virtual training systems,journal,2014,"('Dawei', 'Jia')",Behaviour and Information Technology,16-35,33,4,http://www.mendeley.com/research/impact-selfefficacy-perceived-system-efficacy-effectiveness-virtual-training-systems-3,Dawei,Jia,35483935100,60018805,8,4,8,33,4
bc28b2a2-793e-3f93-9211-0d30d6581587,2-s2.0-34250203889,10.1007/s10479-007-0168-2,Eleven surveys in Operations Research,journal,2007,"('Denis', 'Bouyssou')",Annals of Operations Research,7-Mar,153,5,http://www.mendeley.com/research/eleven-surveys-operations-research,Denis,Bouyssou,6701372324,60105740,5,19,69,748,35
b1afd9ef-dfb6-3209-9213-4a04f95bb6a4,2-s2.0-41149159635,10.1093/imaman/dpn002,Using imperfect advance demand information in forecasting,conference_proceedings,2008,"('Tarkan', 'Tan')",IMA Journal of Management Mathematics,163-173,19,12,http://www.mendeley.com/research/using-imperfect-advance-demand-information-forecasting,Tarkan,Tan,23390913900,60032882,7,10,24,300,29
17a5c9a1-f569-3231-9d98-0ba6378d79e7,2-s2.0-33947385611,10.1002/asi.20505,Knowledge map of information science,journal,2007,"('Chaim', 'Zins')",Journal of the American Society for Information Science and Technology,526-535,58,43,http://www.mendeley.com/research/knowledge-map-information-science-1,Chaim,Zins,6602207554,100564082,43,9,16,337,3
39193e09-fedc-375a-933a-20e6edeb2ba5,,10.1177/0972262914540227,Human Resource Accounting Disclosure Practices in Indian Companies,journal,2014,"('Surinder', 'Kaur')",Vision: The Journal of Business Perspective,217-235,18,5,http://www.mendeley.com/research/human-resource-accounting-disclosure-practices-indian-companies-4,,,,,,0,0,0,0
4506637b-671f-3902-8c36-67d5ef923e9d,2-s2.0-77954134664,10.1111/j.1540-5915.2010.00268.x,"Capability, quality, and performance of offshore is vendors: A theoretical framework and empirical investigation",journal,2010,"('Prashant C.', 'Palvia')",Decision Sciences,231-270,41,69,http://www.mendeley.com/research/capability-quality-performance-offshore-vendors-theoretical-framework-empirical-investigation,Prashant C.,Palvia,7004085979,60018474,48,24,123,2779,113
d82366bf-611f-3ed1-9f20-a18a40f5badf,2-s2.0-77049116324,10.1080/01972240903562712,"Gis, ethnography, and cultural research: Putting maps back into ethnographic mapping",journal,2010,"('Chris', 'Brennan-Horley')",Information Society,92-103,26,91,http://www.mendeley.com/research/gis-ethnography-cultural-research-putting-maps-back-ethnographic-mapping,Chris,Brennan-Horley,15839168200,60011664,20,8,15,190,19
9e6ac580-1bba-36d2-a45e-de5f1d7d5197,2-s2.0-33846098443,10.1002/dir.20065,Dynamic e-targeting using learning spatial choice models,journal,2006,"('Wolfgang', 'Jank')",Journal of Interactive Marketing,30-42,20,37,http://www.mendeley.com/research/dynamic-etargeting-using-learning-spatial-choice-models,Wolfgang,Jank,8626290100,60020304,5,19,60,654,63
033aff64-172f-34a1-9553-23677cc97a7c,2-s2.0-34548482483,10.1080/10580530601038097,Technology solutions for improving accuracy and availability of healthcare records,journal,2007,"('Robin S.', 'Poston')",Information Systems Management,59-71,24,22,http://www.mendeley.com/research/technology-solutions-improving-accuracy-availability-healthcare-records,Robin S.,Poston,14833174000,60028599,13,12,34,566,34
80a58fd7-39bd-35e9-a525-c2058b122c15,2-s2.0-84940462475,10.1111/1460-6984.12171,The state of the art in non-pharmacological interventions for developmental stuttering. Part 1: A systematic review of effectiveness,generic,2015,"('Susan', 'Baxter')",International Journal of Language and Communication Disorders,676-718,50,55,http://www.mendeley.com/research/state-art-nonpharmacological-interventions-developmental-stuttering-part-1-systematic-review-effecti,Susan,Baxter,23468684200,60001881,7,13,48,553,136
c3d18471-1952-3d0e-9e98-e35240f15f8b,,10.3934/jimo.2014.10.1,A cross-layer relay selection scheme of a wireless network with multiple relays under Rayleigh fading,journal,2013,"('Myungwoo', 'Lee')",Journal of Industrial and Management Optimization,19-Jan,10,0,http://www.mendeley.com/research/crosslayer-relay-selection-scheme-wireless-network-multiple-relays-under-rayleigh-fading,,,,,,0,0,0,0
14af0a35-bac8-32ba-84e5-2c9bf8821386,2-s2.0-36749013025,10.5465/AMJ.2007.27155539,"A sticky, leveraging, and scalable strategy for high-quality connections between organizational practice and science",journal,2007,"('Denise M.', 'Rousseau')",Academy of Management Journal,1037-1042,50,131,http://www.mendeley.com/research/sticky-leveraging-scalable-strategy-highquality-connections-between-organizational-practice-science,Denise M.,Rousseau,7201862402,60027950,59,51,134,11261,145
085261e3-1649-3298-b53e-229ccc3d41e8,2-s2.0-84888028205,10.1007/s10257-012-0210-z,Simulating the spread of opinions in online social networks when targeting opinion leaders,journal,2013,"('Carolin', 'Kaiser')",Information Systems and e-Business Management,597-621,11,49,http://www.mendeley.com/research/simulating-spread-opinions-online-social-networks-targeting-opinion-leaders,Carolin,Kaiser,35302031100,60000765,7,7,22,162,18
61bdf6e7-48c3-36f7-a969-9429ba661957,2-s2.0-84859241241,10.1080/14719037.2011.589614,Do Employees Behave Differently In Public- Vs Private-Sector Organizations?: A state-of-the-art review,journal,2011,"('Hayo C.', 'Baarspul')",Public Management Review,967-1002,13,58,http://www.mendeley.com/research/employees-behave-differently-public-vs-privatesector-organizations-stateoftheart-review,Hayo C.,Baarspul,55164770600,,19,1,0,19,0
c5a2c558-ebb2-3713-90e4-7df071bb71c6,2-s2.0-84929392307,10.3934/jimo.2015.11.1343,Optimal tracking control for networked control systems with random time delays and packet dropouts,journal,2015,"('Ying', 'Wu')",Journal of Industrial and Management Optimization,1343-1354,11,1,http://www.mendeley.com/research/optimal-tracking-control-networked-control-systems-random-time-delays-packet-dropouts,Ying,Wu,55556950900,60025279,1,2,18,23,7
118c8ddb-7ba1-3442-a418-5949397d9efa,2-s2.0-21244447568,10.1080/00346760500047909,"Real-world economics today: The new complexity, co-ordination and policy",generic,2005,"('Wolfram', 'Elsner')",Review of Social Economy,19-53,63,14,http://www.mendeley.com/research/realworld-economics-today-new-complexity-coordination-policy,Wolfram,Elsner,8670292200,60008293,14,10,39,177,20
9eea89b6-61ef-31f7-8e2d-743ea1296240,2-s2.0-61349180141,10.1287/isre.1070.0143,A value-at-risk approach to information security investment,journal,2008,"('Jingguo', 'Wang')",Information Systems Research,106-120,19,31,http://www.mendeley.com/research/valueatrisk-approach-information-security-investment-13,Jingguo,Wang,16308119800,60003467,59,10,42,403,38
678c7c76-ab9f-3e5b-bbdc-6f630ec9d42a,2-s2.0-70449642709,10.1080/00207540802047106,Issues and opportunities regarding replanning and rescheduling frequencies,journal,2009,"('Kurt', 'Hozak')",International Journal of Production Research,4955-4970,47,40,http://www.mendeley.com/research/issues-opportunities-regarding-replanning-rescheduling-frequencies,Kurt,Hozak,25924958400,60008599,23,3,6,64,6
